//X,Y,Z
1593903,613695,85462
1054265,869833,78485
2227870,171225,78794
1702667,769510,71128
1305159,727131,70616
1281966,440748,98648
2509655,383604,100289
1819475,918692,71390
2253384,84558,61265
2443961,685927,80555
2303695,176054,60149
2195723,578741,74853
2487909,500199,78336
1398880,825422,80049
2277373,266097,78211
340717,1355442,61059
264631,847784,61096
543111,977659,69843
1075126,1169559,78494
1049435,966122,71259
1256565,942032,69525
1161309,897207,71371
2254907,804891,145338
1794661,458619,75099
160327,973676,61541
1624185,717815,71819
1704944,395190,75089
2324224,224018,72076
1123846,753975,67586
1682185,345490,82203
1010951,1191941,78490
2188102,658282,88700
2502884,400693,80231
1113727,782687,78971
1317141,1153026,70871
2155188,606807,75664
616294,1183654,118806
1792442,846661,71136
345710,1056914,61260
1100383,817517,70429
2280722,555490,126954
594230,1150312,70376
1990617,572009,73950
379877,1038471,61620
1195357,968389,184873
1657215,366799,78622
2419608,433642,78531
519545,1094480,69892
1859946,770577,90193
521539,1321569,61463
465568,1028588,75091
1895984,200146,116168
729772,904885,69831
1102325,553759,69892
2418363,66276,121395
1509024,1072271,74499
1985935,578553,73785
2489213,370485,106473
303673,1153573,61404
2318707,629874,99405
2141325,451735,76257
1021461,606150,67847
2478091,407247,78744
1476223,521860,72003
1120282,1061197,70085
2447278,81021,123384
1774865,670172,72582
1548173,856885,75922
2185718,572735,74726
2210248,382663,141829
865406,734346,61186
1276496,996256,69369
2208768,505105,75841
747797,1312220,61125
390318,1072876,61384
1142293,850832,70603
617237,724460,61062
819245,1043471,71215
1293698,1080054,61832
1859537,455072,75521
1999281,457031,76080
1534593,937358,71955
1285449,950046,68442
1341062,1125934,69515
2220247,770825,111252
1284218,727501,70038
2517588,647381,79207
1723503,333378,77418
1303450,805380,69515
1814180,892048,71276
702356,844747,61931
1171997,983037,179197
830169,1034323,71330
774934,970471,70574
1155317,471873,72120
857209,988100,71119
908547,1071284,70716
501979,1150415,75417
2303117,756208,76423
2302098,505513,100287
531246,1251082,61285
656195,1243030,70045
1663003,865336,70190
926767,902055,82984
601326,886926,61010
1676360,274867,74673
710498,1049577,71158
666990,733923,61263
2147980,508522,75563
593622,1122075,70392
2094192,349187,115930
1028693,1084956,70143
2440769,729853,77887
1179774,746896,68036
2399721,234611,79134
254749,867725,61257
1014831,886145,70593
2302330,501995,77717
1729518,854179,75059
1035703,961499,71336
2238323,748280,100860
2492805,578041,79286
736784,1210239,70157
594200,1353226,61220
2319456,773762,130966
2478327,86026,112979
2255288,242704,83533
2355517,753262,78234
1809926,413138,75471
2277131,369356,141849
656836,1177297,177375
800866,967026,79576
1257659,905699,87076
2290733,292217,78104
947063,1221867,78048
1083208,1007425,70708
702678,1069201,71331
1160277,1008564,70433
1339527,595004,71848
343192,1081766,61696
2099255,552279,106517
1162601,895133,71192
2121820,167100,77969
1352064,970650,68801
894179,733440,61097
1864355,519726,74987
1858603,956371,72478
828769,906207,70189
2261414,245516,78307
2358354,367535,58477
1882548,544692,78646
2325090,380232,77108
887748,1052208,70985
1866319,233187,96987
992536,1215527,78419
2034604,398631,83372
616157,1386677,61271
2507623,83331,114893
1402461,799857,71024
2469133,144099,82716
2277612,538900,126372
1213305,875695,69390
2497145,230868,103624
2193291,234951,118333
2132878,138170,78067
1675411,634294,73588
1976752,681127,87335
1891437,405597,75405
1065173,560570,68982
1407526,706473,71969
1350102,822324,70071
1479015,655639,70978
1343477,540858,80388
725015,1296453,61083
1398032,613206,71972
1263575,923622,78467
1924667,460770,75001
2002495,297450,77505
1143216,954287,71015
2258598,460550,79906
2175703,619902,74169
618347,1219821,70269
2397519,711546,92478
1575695,849009,69614
2330243,497827,77179
496406,854691,61470
2012975,755939,73808
2475273,124990,111342
1063157,975159,71069
2218310,77708,80286
1076791,578060,68798
2476549,99920,83892
1689618,800276,76514
2363605,515453,76408
1968884,761497,72735
2249724,787215,91618
2348944,689385,76787
2008238,861853,73292
1582036,1031458,69547
1153752,1082522,70374
1232549,813180,68089
2001752,438472,75413
2311797,679357,121408
1646549,488387,74210
1305731,908754,68479
396980,802333,61692
2418097,202014,123420
1684299,664990,78051
1457253,748074,71703
1577371,798153,74066
1714889,687654,77636
2247341,325407,77441
2049322,661624,105875
1550446,519546,73324
1661919,862208,70106
1758000,602545,82732
1059862,849903,70377
1665600,805165,70817
2490759,552454,99211
1459916,944578,79228
932836,1129509,69939
1834915,834387,71735
821382,1080188,70908
2244846,339405,138929
820605,963619,74257
2016457,670492,73997
2219078,721154,120228
2513530,8000,133223
1500984,1035223,69757
895015,958308,79575
1266487,692239,70145
2307336,39248,111223
1680429,401075,79354
2500388,224669,80402
2233598,682554,119009
2363306,33639,119791
854312,1189056,69789
1129096,906871,71257
1322386,656242,71448
1588815,395080,74369
2309872,372698,77095
2026577,553388,99518
1054439,883915,75902
1496858,833584,70366
1230340,1048161,69973
2213442,256538,81451
1352637,810258,70062
879070,1041729,71041
1646274,756850,71311
2239974,498625,75902
1739746,853257,70917
1381589,926882,69519
2001208,426892,101686
1913578,871894,90018
2114041,386775,76820
1321563,1145899,70826
2378363,359646,58583
1034743,1115353,69868
2420153,52365,121205
1785848,616529,78265
2239831,303167,117335
2038770,523195,88586
1867140,334089,75711
2345426,673714,113983
672028,1053435,71107
1005123,917167,70900
1286071,820231,68929
1457948,692681,82087
2037578,322968,75413
860168,1109041,72988
1029319,967737,71198
2377881,470768,58483
739258,933153,70145
2032826,682538,95506
1042367,541384,78116
2063752,328027,114615
1572062,1040067,69348
2151025,561191,113235
2442104,724087,77771
2215101,526090,121886
2296652,156054,60486
236135,1254461,61342
1403069,670204,72048
1523955,785487,76057
2449427,84757,79338
2055110,393550,76756
1205352,905218,70220
989721,1240194,61147
1185368,1016751,210780
2260820,301108,78392
2380632,574228,76574
396890,1274089,61601
1957578,653185,73794
1610555,663377,72632
1180591,987099,180277
1765357,837852,71990
1029398,602119,68139
1161128,717804,68586
1670087,571819,74277
1022198,944301,71211
1026555,660284,78181
1640149,667584,72600
2479414,603927,59940
2452518,663636,60202
1385987,451814,71521
875012,1190731,77699
2206881,623126,95699
2518898,296986,116106
1301781,719532,83851
295481,1192367,61324
2219348,627638,75388
1359097,742554,71252
1594151,693698,78490
1342184,792123,70216
886772,1045311,74684
1730853,600794,77905
1267429,807978,68806
2365938,685547,76678
1353442,1055864,69096
1681284,702509,72624
1622348,661209,72634
548414,1055151,70370
2336164,548995,77910
591272,1190073,70090
2521062,385070,101583
2269549,426918,139976
2323830,504055,138430
2225037,87111,80286
1882510,714465,89850
2480341,374185,101991
1531284,839922,70213
943310,1132840,69825
1800919,737652,72056
1186877,1047519,70029
742029,906573,69898
1849608,638160,71890
1997169,485648,110658
520817,1072278,69966
114695,1019672,60986
2408985,160759,123276
2211121,375528,141731
2103013,109040,178185
1688139,801013,76460
2500888,36087,116389
1833713,408444,77131
1367053,553212,83036
2411955,278324,78817
1642311,486088,74112
1088106,721325,67935
1351156,831521,70083
1972077,401727,114890
2289528,263672,71512
1137192,693740,68762
2434674,551735,59177
2250049,298646,78026
2048895,202842,124914
639486,1122698,70847
2275317,161500,60730
2135648,569574,113716
2498743,709886,60745
2366521,340972,58867
890794,1247354,77562
109739,1019722,61157
1006825,936256,71100
834453,995238,71036
1193463,942199,71226
1331205,536348,72048
2255174,797015,120699
420513,1051775,75042
1327507,908442,68798
856319,948735,70439
1420277,973092,69542
2409080,118545,121082
1492589,365491,84160
2376277,707131,94503
2425808,365900,78289
1938000,676108,72944
1024226,1112985,69931
2464817,35018,129728
2318892,729839,96440
2286186,196431,63823
2218519,213637,78352
1574286,436366,84951
2023590,210274,126364
2496633,561627,79053
878996,1238955,77532
1454162,448286,71989
1416664,696936,71981
2020008,194212,123759
1668723,908285,69679
2217930,163734,78913
839237,847986,61946
2137662,101733,178113
1288173,1132462,61452
1316844,514301,96009
99400,933570,61788
2295101,576339,67286
1168580,788773,67475
2345258,233036,59800
2483880,553200,84957
624398,866045,61082
1158725,975762,153187
1500310,804200,70533
840788,922708,70329
2336618,223498,65208
2285018,322261,77596
1190802,571349,70411
1804268,609065,77285
1782830,784882,71287
968409,878955,70333
1740988,352113,75658
730653,1043255,71015
2339799,653295,110631
1908737,737446,83557
2500898,403338,79027
631026,961726,69894
1066325,962485,71204
788445,862400,61056
848563,981815,89864
1186880,1090916,61164
1455580,1049704,69208
1687815,329068,82448
2217270,180654,91347
2155496,142021,78225
2012277,658335,73919
2434165,7267,107378
741391,1009468,70848
432158,1328228,61434
2105654,534380,116108
1147704,520740,321682
1901442,469371,93889
2028657,445061,384173
2514209,22208,84519
2206858,216556,78275
1510018,1038673,69652
2056632,418497,82064
2290008,449397,81039
1911810,410595,75212
2465760,295427,76301
692286,1115179,71047
934245,953599,80494
1264804,1067651,70603
2298344,502132,76846
2212175,155045,79229
2403198,547673,59045
920555,1011535,71303
1827441,666855,85628
1297739,754909,83305
1333364,661184,71573
1915127,338263,111827
1769816,773458,87777
1274095,792597,69186
2230925,253296,83319
2135221,579650,117217
1064377,864889,70558
871831,922953,70212
2263862,344327,91762
2130571,770034,107785
1113283,705695,69812
1997974,555125,100737
1343397,1126001,69587
503807,1069544,69884
823498,916674,70402
2120848,850598,86460
1569330,691042,71537
1477839,791683,74527
1671869,612908,78651
1479104,828580,71286
1051336,745160,66042
2436518,547323,58622
1244255,909815,71569
497575,959501,61583
2246973,266599,78712
2225420,810733,106473
1165409,602657,69676
2312541,522244,148334
2218715,591182,94616
917372,1245291,77717
1012640,1090588,70178
710304,1240001,69616
2325492,608677,74539
2368221,562501,92231
2421778,418913,78024
1569363,1066988,69459
1184372,965541,174356
2006975,789561,73985
419475,779857,60680
1680447,962763,82871
2233407,714871,120214
2352016,761769,122205
1917039,741724,83342
2469821,554794,59507
1304225,661256,71164
1722473,998379,72942
2413005,369629,78344
1645801,967361,69282
2213436,558652,119785
2507605,651874,60646
2278221,498655,76589
420386,860132,61555
1006614,1032147,70719
2136938,104367,80859
1920790,854038,89893
2133977,838359,74686
711923,915809,69895
1142049,485031,75777
1181230,674654,69189
1926958,206940,77735
2237548,319923,127754
1784246,707602,74357
1442355,519492,71983
2164914,510987,75738
2372742,273378,60293
1306007,1144780,61327
830018,1188473,69724
2261888,665242,91967
1338661,870693,69207
1705940,825638,71274
588318,1307578,61534
1684905,510709,73949
1898702,328279,76154
1120652,574180,69566
2386326,251602,78758
2242389,93795,61528
1156141,951058,70842
2242578,407437,141725
1726685,1004989,73621
1304178,898045,68683
1065981,1064638,70298
1406465,928564,79161
1593799,357775,74167
1084065,595376,68655
1348511,546199,76519
2335539,187699,60512
637949,785579,61239
1596942,870681,74512
1128157,752560,79146
1661749,287964,82168
2361054,308339,58963
2034386,646147,116451
1519161,936958,70601
1068710,513133,69264
1665250,483722,73937
1372164,917341,69262
2037799,171075,124689
976164,551224,67426
1219064,619225,75229
1201955,841977,68992
570745,1349235,61324
803950,1073332,74390
2444261,268146,109949
912409,1165335,69818
1762756,946077,71310
1924511,605306,73880
1559299,810514,75487
2368846,720477,76636
2475090,122197,98054
2402580,238021,79152
1275996,1087118,61414
1234989,878925,68429
1098011,676859,78985
2085659,121327,102898
2146337,284780,104473
1164388,808264,67355
2136944,427873,76589
1737979,463120,84554
631469,1339166,61062
1395662,584494,72013
995998,1096707,70231
1938050,578737,73627
2186676,203726,78207
1060041,1084945,73857
1956639,287146,116747
2316560,48742,112871
2401427,745662,122381
1579247,926906,73996
1415881,496734,83039
2514159,230007,80121
2306299,89745,62125
2399937,51858,102544
715810,888202,61296
835537,1091635,70688
623117,763488,61105
2043608,815448,73548
1997790,426869,100174
1761693,656805,84741
1789830,720048,72486
1503057,805915,76097
1778868,489836,82092
2259936,782086,76809
2105471,538788,123253
1123612,985060,70729
1017955,1016819,70824
699538,924964,69950
1904567,925938,91435
2226000,514291,92744
2271819,142782,73715
1026054,752229,61348
1436498,858505,70669
1589264,601159,82506
1249459,956300,70261
1735445,481851,87329
2212230,195778,78824
2023822,692488,95413
1640539,556809,82606
2027984,846789,73441
989861,1044430,70651
1397537,838302,88402
1090987,1172045,78020
2231583,437313,141570
1006252,627208,77993
2219259,629482,100426
2074746,387500,77000
1065326,1083781,69931
2206525,213510,78306
2273965,452452,112392
1847127,638023,72444
2397980,681401,76859
1490687,844719,74628
1813234,278796,76461
541737,1162548,69765
1213606,488379,76602
2213336,661667,103995
2359083,492410,76581
1125604,678002,68634
1550517,528101,83893
2307281,446072,76357
2378476,157130,123119
2163817,758933,75392
1834380,691372,72838
1940473,206920,109288
1295626,1093031,61553
1341292,697320,71488
653756,1158558,173518
842898,864489,69990
541949,920711,61160
509487,1043078,69789
2365794,739931,79442
1410792,449509,71902
938589,1122060,70093
1117174,795217,70708
2283542,417100,140266
2480441,85779,113797
1381940,800026,99235
2317848,773516,130934
1680393,764378,76667
1665663,398310,81928
1941384,912789,91389
2207260,100948,79710
1794994,870956,70969
2503414,179079,81797
1400544,902151,88819
1674140,873798,75561
1326711,930147,68748
1458461,1029321,71747
1478831,391685,72952
2420052,127566,120810
1182497,792528,80430
349146,972909,61312
608596,1186669,70380
1935389,662947,73204
1951260,398931,115899
1210446,1057578,69826
900340,1063510,70820
1676119,395657,73914
803027,1129071,73182
2432202,161275,135868
302132,1439511,61522
1892725,473162,92907
546023,1158355,69846
1148037,1051631,70139
1391263,859430,80285
2201173,761458,117771
1989859,495843,114794
925730,1019842,71154
992170,1124658,69964
1580764,627341,72838
2246050,782386,98300
311636,1335087,61632
1049713,551745,68702
1428476,992342,70029
1493289,387299,83973
2217997,730903,121664
847852,1177457,70003
983950,1134247,69893
1014637,540548,77888
2439304,99820,136964
1959204,462480,76001
446248,849054,61244
2248088,765594,78624
1084857,820863,70361
1168789,463397,71207
1190919,996483,184916
1399265,1019681,69087
2406226,23396,90551
730836,1211393,70253
2052312,641090,116376
992029,997351,71089
2380649,590817,81234
1087260,1015050,70673
1105278,1092828,69813
1356955,529144,90700
1904892,272286,115520
1598407,749947,70923
2283659,393158,140737
2025119,432551,103812
659559,1236788,232226
2224686,626929,91547
1025022,787541,68020
2274966,658200,89777
2129015,712446,105517
2293099,710603,76226
533388,1220707,61440
2419016,115347,120697
1010307,625342,77950
1049130,920963,71212
2011872,699708,81860
1240606,923898,76110
2249591,132694,61186
2442584,366540,78281
2292415,351131,104038
2448905,559003,59051
905417,1098755,70553
1840246,408682,76085
1664309,612190,78342
1754956,772288,71731
1053475,662986,67789
2165414,130481,78533
1144226,558164,70084
2064635,657538,105894
1016080,1241743,61421
1015778,1008537,70858
1145416,506700,73694
1927542,747071,83555
2219135,548862,119851
961110,768715,61039
1020325,593626,67954
769336,612367,61492
1672673,878497,75719
1015007,524677,68467
2111164,647122,95411
1188989,1008749,180235
2250093,120285,61309
1697817,643227,73271
983257,1110381,70073
1047746,534977,78259
684955,780768,61399
1950185,230057,89774
461950,1083362,75076
1681974,329834,74213
758240,968546,70521
336449,1145438,61296
279614,1303521,61263
1890599,661987,73065
876862,1257899,78060
845935,1163347,74048
1444639,942142,98467
678783,797306,61160
2414737,603109,66966
2126601,657965,104166
577359,1369822,61549
569054,1232608,69730
1061548,612608,68578
1193713,618874,69804
1328231,1018015,68954
2337755,270775,59302
635153,1163114,84237
2228644,373049,140757
1554747,987705,70310
1905571,535496,74277
1364836,581029,72077
2127296,412498,76582
2450830,415118,77838
982515,998164,71144
1456296,703318,71164
1666359,473357,74375
2472239,224871,77381
1824906,834528,71558
1246470,912339,68595
2393940,629365,115780
1862909,474276,75652
1530951,1014411,70231
1621867,653566,81825
815778,1010601,71095
454508,856816,61500
