//X,Y,Z
1853820,205482,98941
673307,946416,70045
2146619,751977,108112
1329453,504081,85588
1675416,277748,74423
1548811,799720,70535
1151466,1218837,61235
1969174,484619,109080
650821,953200,70051
1393312,840661,88372
1194239,784689,80676
1920475,553381,74025
1252067,959252,69984
521725,799033,61193
514516,1036981,70001
2212523,71510,80192
2125202,373518,81375
2341837,33836,120582
2286056,498862,76741
2229174,319312,140363
342521,873329,61789
2295821,624527,75215
1445142,497280,72406
2487674,134188,78539
1447561,846549,71389
1031354,1087250,70126
2041322,869310,73548
993060,616536,67219
2278039,167461,60656
1652420,911113,69317
975713,1143370,69779
2381529,493449,61610
1162382,865190,71917
736057,1222796,69821
972481,791369,60951
1038755,683972,78118
2391653,630347,118160
955542,894866,70601
1595940,433338,85051
2266133,103087,64411
2336810,302285,59178
2389171,106246,122229
1863433,653721,77564
2335810,484528,104416
1277336,1155582,61202
1068930,834346,70315
2490494,533199,110791
2226383,750986,107887
2092248,599206,121561
1582048,435178,84842
1644016,554352,93014
1048200,1046329,70447
756089,1133516,70554
1584409,932682,74720
1479538,432263,72880
602189,941882,67962
1014992,536572,68188
1023711,619909,77880
692286,1115179,71047
1551677,509975,84322
1924105,529438,88265
1614476,970929,69003
2509935,260455,79303
1324292,513001,92011
2031336,195449,124166
468961,1322411,61175
2189405,475922,75900
2315280,329639,59827
2273450,664651,90289
1509760,1012459,71929
2209042,521524,76228
2252009,88128,61296
1997737,269434,82407
1378554,1100143,81763
256355,1103868,61198
1623216,410604,74140
1045836,612871,68170
261997,1151794,61231
2432860,240017,111006
1101320,1084149,69965
2428112,448233,58714
2195674,517089,98460
1564411,436550,84745
929299,925381,70815
2345966,664027,110719
1698792,865058,75521
1726364,629802,73417
668943,1059178,71013
2309288,669820,120872
521075,1085620,69863
780981,1150749,70422
1632611,981755,69062
2310873,663434,120642
1108633,1058815,70104
503515,1315840,61472
1680849,948536,84084
1507056,563765,83120
1913702,679693,72731
2097651,336194,115507
2437312,304675,104506
2307767,589383,81765
2407149,676784,76869
1190433,509384,73092
2093112,802909,105103
2267695,591145,73231
1238964,918286,72721
2027411,736740,92896
2322959,413117,76628
1767597,279300,77350
2509375,280711,86475
1419612,498166,83175
1175885,865067,71249
2188901,586122,74782
1046553,666339,67595
1006450,1040409,70646
1307987,1016059,68101
2446160,470342,66413
1896287,350639,88979
982873,1092663,70240
187592,1034630,61339
1518071,547096,83386
2167414,490645,76163
2098630,860854,74461
2325346,251232,62094
2332225,622344,75115
2216763,116384,79562
1861802,879197,71554
1277289,991001,70445
2292295,492527,76819
2416201,454230,58318
1741643,645058,79239
2319112,618647,74048
2426228,233893,111158
1543476,410137,73714
1914768,763265,83485
1509377,902314,74725
2222320,336516,141206
2441228,513221,58509
2051825,734845,84553
2292508,667811,120533
2011223,601307,74076
1088465,1021563,70541
1801609,908296,71249
2314478,638040,119283
1583113,1057812,69497
1775339,497335,82792
1903166,791554,89640
507177,1239929,75542
1330721,975064,68445
1287968,1014254,68932
681807,938238,69988
2343997,68754,83581
1882100,696641,73086
2271575,516354,88237
758787,959883,70389
1323276,1076722,79101
2487122,115562,100442
968752,968290,71233
2391258,460691,58076
2426014,650080,77351
1172920,828501,67357
662925,1254887,69773
1278038,539009,89215
1779185,400688,75386
1892586,935275,91424
898245,1189798,77751
1341052,613860,71826
1199203,948656,168685
1599935,861863,73285
1153710,1203509,61163
1430167,914977,98477
1204993,802233,80422
1703737,434502,81845
1578216,1057893,69019
2093316,358604,76877
1221838,497625,75184
1088256,794177,70122
1424944,418266,71896
